grid_id,cell_x,cell_y,cell_x_max,cell_y_max,cell_center_x,cell_center_y,incident_count,avg_severity,latest_date,bin_x,bin_y
-122.382252_47.608579,-122.38225247299998,47.60857934999997,-122.37225247299997,47.61857934999997,-122.37725247299998,47.61357934999997,0,0,,5,16
-122.382252_47.618579,-122.38225247299998,47.61857934999997,-122.37225247299997,47.62857934999997,-122.37725247299998,47.62357934999997,0,0,,5,17
-122.382252_47.628579,-122.38225247299998,47.62857934999997,-122.37225247299997,47.638579349999965,-122.37725247299998,47.63357934999997,0,0,,5,18
-122.382252_47.638579,-122.38225247299998,47.638579349999965,-122.37225247299997,47.64857934999996,-122.37725247299998,47.64357934999997,0,0,,5,19
-122.382252_47.648579,-122.38225247299998,47.64857934999996,-122.37225247299997,47.65857934999996,-122.37725247299998,47.653579349999966,0,0,,5,20
-122.382252_47.658579,-122.38225247299998,47.65857934999996,-122.37225247299997,47.66857934999996,-122.37725247299998,47.663579349999964,0,0,,5,21
-122.382252_47.668579,-122.38225247299998,47.66857934999996,-122.37225247299997,47.67857934999996,-122.37725247299998,47.67357934999996,0,0,,5,22
-122.382252_47.678579,-122.38225247299998,47.67857934999996,-122.37225247299997,47.688579349999955,-122.37725247299998,47.68357934999996,0,0,,5,23
-122.382252_47.688579,-122.38225247299998,47.688579349999955,-122.37225247299997,47.69857934999995,-122.37725247299998,47.69357934999996,0,0,,5,24
-122.382252_47.698579,-122.38225247299998,47.69857934999995,-122.37225247299997,47.70857934999995,-122.37725247299998,47.703579349999956,0,0,,5,25
-122.382252_47.708579,-122.38225247299998,47.70857934999995,-122.37225247299997,47.71857934999995,-122.37725247299998,47.713579349999954,0,0,,5,26
-122.382252_47.718579,-122.38225247299998,47.71857934999995,-122.37225247299997,47.72857934999995,-122.37725247299998,47.72357934999995,0,0,,5,27
-122.382252_47.728579,-122.38225247299998,47.72857934999995,-122.37225247299997,47.738579349999945,-122.37725247299998,47.73357934999995,0,0,,5,28
-122.382252_47.738579,-122.38225247299998,47.738579349999945,-122.37225247299997,47.74857934999994,-122.37725247299998,47.74357934999995,0,0,,5,29
-122.382252_47.748579,-122.38225247299998,47.74857934999994,-122.37225247299997,47.75857934999994,-122.37725247299998,47.753579349999946,0,0,,5,30
-122.382252_47.758579,-122.38225247299998,47.75857934999994,-122.37225247299997,47.76857934999994,-122.37725247299998,47.763579349999944,0,0,,5,31
-122.382252_47.768579,-122.38225247299998,47.76857934999994,-122.37225247299997,47.77857934999994,-122.37725247299998,47.77357934999994,0,0,,5,32
-122.372252_47.448579,-122.37225247299997,47.44857935,-122.36225247299997,47.45857935,-122.36725247299998,47.453579350000005,0,0,,6,0
-122.372252_47.458579,-122.37225247299997,47.45857935,-122.36225247299997,47.46857935,-122.36725247299998,47.46357935,0,0,,6,1
